x-axis,1,2,3
second,Volt,Volt,Volt
+11.850000E-03,-12.437500000E+00,+2.486328125E+00,-741.796851E-03
+11.855000E-03,-12.398437500E+00,+2.388671875E+00,-718.359351E-03
+11.860000E-03,-12.437500000E+00,+2.281250000E+00,-694.921851E-03
+11.865000E-03,-12.437500000E+00,+2.183593750E+00,-671.484351E-03
+11.870000E-03,-12.437500000E+00,+2.085937500E+00,-646.093726E-03
+11.875000E-03,-12.437500000E+00,+1.978515625E+00,-620.703101E-03
+11.880000E-03,-12.437500000E+00,+1.890625000E+00,-595.312476E-03
+11.885000E-03,-12.437500000E+00,+1.773437500E+00,-569.921851E-03
+11.890000E-03,-12.437500000E+00,+1.666015625E+00,-544.531226E-03
+11.895000E-03,-12.437500000E+00,+1.578125000E+00,-517.187476E-03
+11.900000E-03,-12.476562500E+00,+1.480468750E+00,-489.843726E-03
+11.905000E-03,-12.476562500E+00,+1.373046875E+00,-458.593726E-03
+11.910000E-03,-12.476562500E+00,+1.275390625E+00,-429.296851E-03
+11.915000E-03,-12.476562500E+00,+1.158203125E+00,-399.999976E-03
+11.920000E-03,-12.476562500E+00,+1.050781250E+00,-368.749976E-03
+11.925000E-03,-12.476562500E+00,+953.125000E-03,-339.453101E-03
+11.930000E-03,-12.476562500E+00,+845.703125E-03,-308.203101E-03
+11.935000E-03,-12.476562500E+00,+748.046875E-03,-276.953101E-03
+11.940000E-03,-12.476562500E+00,+650.390625E-03,-245.703101E-03
+11.945000E-03,-12.476562500E+00,+552.734375E-03,-212.499976E-03
+11.950000E-03,-12.476562500E+00,+445.312500E-03,-181.249976E-03
+11.955000E-03,-12.476562500E+00,+337.890625E-03,-146.093726E-03
+11.960000E-03,-12.476562500E+00,+250.000000E-03,-114.843726E-03
+11.965000E-03,-12.515625000E+00,+162.109375E-03,-81.640601E-03
+11.970000E-03,-12.476562500E+00,+54.687500E-03,-50.390601E-03
+11.975000E-03,-12.476562500E+00,-42.968750E-03,-17.187476E-03
+11.980000E-03,-12.515625000E+00,-150.390625E-03,+14.062524E-03
+11.985000E-03,-12.515625000E+00,-248.046875E-03,+45.312524E-03
+11.990000E-03,-12.515625000E+00,-335.937500E-03,+78.515649E-03
+11.995000E-03,-12.515625000E+00,-423.828125E-03,+109.765649E-03
+12.000000E-03,-12.515625000E+00,-521.484375E-03,+142.968774E-03
+12.005000E-03,-12.515625000E+00,-619.140625E-03,+174.218774E-03
+12.010000E-03,-12.515625000E+00,-716.796875E-03,+205.468774E-03
+12.015000E-03,-12.515625000E+00,-814.453125E-03,+236.718774E-03
+12.020000E-03,-12.515625000E+00,-921.875000E-03,+269.921899E-03
+12.025000E-03,-12.515625000E+00,-1.019531250E+00,+301.171899E-03
+12.030000E-03,-12.515625000E+00,-1.117187500E+00,+330.468774E-03
+12.035000E-03,-12.515625000E+00,-1.214843750E+00,+359.765649E-03
+12.040000E-03,-12.515625000E+00,-1.312500000E+00,+389.062524E-03
+12.045000E-03,-12.515625000E+00,-1.419921875E+00,+418.359399E-03
+12.050000E-03,-12.515625000E+00,-1.517578125E+00,+445.703149E-03
+12.055000E-03,-12.515625000E+00,-1.605468750E+00,+473.046899E-03
+12.060000E-03,-12.515625000E+00,-1.703125000E+00,+500.390649E-03
+12.065000E-03,-12.515625000E+00,-1.800781250E+00,+527.734399E-03
+12.070000E-03,-12.515625000E+00,-1.898437500E+00,+555.078149E-03
+12.075000E-03,-12.515625000E+00,-1.986328125E+00,+582.421899E-03
+12.080000E-03,-12.515625000E+00,-2.083984375E+00,+609.765649E-03
+12.085000E-03,-12.515625000E+00,-2.191406250E+00,+635.156274E-03
+12.090000E-03,-12.515625000E+00,-2.289062500E+00,+658.593774E-03
+12.095000E-03,-12.515625000E+00,-2.376953125E+00,+683.984399E-03
+12.100000E-03,-12.515625000E+00,-2.474609375E+00,+707.421899E-03
+12.105000E-03,-12.515625000E+00,-2.572265625E+00,+730.859399E-03
+12.110000E-03,-12.515625000E+00,-2.669921875E+00,+752.343774E-03
+12.115000E-03,-12.515625000E+00,-2.777343750E+00,+773.828149E-03
+12.120000E-03,-12.515625000E+00,-2.875000000E+00,+793.359399E-03
+12.125000E-03,-12.515625000E+00,-2.962890625E+00,+810.937524E-03
+12.130000E-03,-12.515625000E+00,-3.050781250E+00,+828.515649E-03
+12.135000E-03,-12.515625000E+00,-3.148437500E+00,+846.093774E-03
+12.140000E-03,-12.515625000E+00,-3.226562500E+00,+861.718774E-03
+12.145000E-03,-12.515625000E+00,-3.314453125E+00,+879.296899E-03
+12.150000E-03,-12.515625000E+00,-3.421875000E+00,+892.968774E-03
+12.155000E-03,-12.515625000E+00,-3.529296875E+00,+906.640649E-03
+12.160000E-03,-12.515625000E+00,-3.617187500E+00,+918.359399E-03
+12.165000E-03,-12.515625000E+00,-3.705078125E+00,+932.031274E-03
+12.170000E-03,-12.515625000E+00,-3.812500000E+00,+941.796899E-03
+12.175000E-03,-12.515625000E+00,-3.900390625E+00,+953.515649E-03
+12.180000E-03,-12.515625000E+00,-3.998046875E+00,+961.328149E-03
+12.185000E-03,-12.515625000E+00,-4.105468750E+00,+971.093774E-03
+12.190000E-03,-12.515625000E+00,-4.203125000E+00,+978.906274E-03
+12.195000E-03,-12.515625000E+00,-4.300781250E+00,+984.765649E-03
+12.200000E-03,-12.515625000E+00,-4.398437500E+00,+992.578149E-03
+12.205000E-03,-12.515625000E+00,-4.486328125E+00,+998.437524E-03
+12.210000E-03,-12.476562500E+00,-4.603515625E+00,+1.002343774E+00
+12.215000E-03,-12.476562500E+00,-4.701171875E+00,+1.008203149E+00
+12.220000E-03,-12.437500000E+00,-4.798828125E+00,+1.012109399E+00
+12.225000E-03,-4.859375000E+00,-4.896484375E+00,+1.016015649E+00
+12.230000E-03,+11.351562499E+00,-4.847656250E+00,+1.014062524E+00
+12.235000E-03,+11.312500000E+00,-4.750000000E+00,+1.010156274E+00
+12.240000E-03,+11.351562500E+00,-4.652343750E+00,+1.006250024E+00
+12.245000E-03,+11.390625000E+00,-4.535156250E+00,+1.000390649E+00
+12.250000E-03,+11.390625000E+00,-4.427734375E+00,+994.531274E-03
+12.255000E-03,+11.390625000E+00,-4.330078125E+00,+986.718774E-03
+12.260000E-03,+11.429687500E+00,-4.232421875E+00,+980.859399E-03
+12.265000E-03,+11.429687500E+00,-4.134765625E+00,+971.093774E-03
+12.270000E-03,+11.468750000E+00,-4.027343750E+00,+963.281274E-03
+12.275000E-03,+11.468750000E+00,-3.939453125E+00,+951.562524E-03
+12.280000E-03,+11.468750000E+00,-3.832031250E+00,+941.796899E-03
+12.285000E-03,+11.507812500E+00,-3.724609375E+00,+930.078149E-03
+12.290000E-03,+11.507812500E+00,-3.636718750E+00,+918.359399E-03
+12.295000E-03,+11.507812500E+00,-3.539062500E+00,+904.687524E-03
+12.300000E-03,+11.507812500E+00,-3.441406250E+00,+889.062524E-03
+12.305000E-03,+11.546875000E+00,-3.324218750E+00,+875.390649E-03
+12.310000E-03,+11.546875000E+00,-3.236328125E+00,+857.812524E-03
+12.315000E-03,+11.546875000E+00,-3.148437500E+00,+840.234399E-03
+12.320000E-03,+11.546875000E+00,-3.050781250E+00,+822.656274E-03
+12.325000E-03,+11.585937500E+00,-2.962890625E+00,+805.078149E-03
+12.330000E-03,+11.585937500E+00,-2.875000000E+00,+785.546899E-03
+12.335000E-03,+11.585937500E+00,-2.777343750E+00,+766.015649E-03
+12.340000E-03,+11.585937500E+00,-2.679687500E+00,+744.531274E-03
+12.345000E-03,+11.585937500E+00,-2.572265625E+00,+721.093774E-03
+12.350000E-03,+11.625000000E+00,-2.464843750E+00,+697.656274E-03
+12.355000E-03,+11.625000000E+00,-2.367187500E+00,+672.265649E-03
+12.360000E-03,+11.585937500E+00,-2.279296875E+00,+648.828149E-03
+12.365000E-03,+11.625000000E+00,-2.171875000E+00,+621.484399E-03
+12.370000E-03,+11.625000000E+00,-2.074218750E+00,+596.093774E-03
+12.375000E-03,+11.625000000E+00,-1.976562500E+00,+568.750024E-03
+12.380000E-03,+11.625000000E+00,-1.878906250E+00,+541.406274E-03
+12.385000E-03,+11.625000000E+00,-1.791015625E+00,+512.109399E-03
+12.390000E-03,+11.625000000E+00,-1.693359375E+00,+486.718774E-03
+12.395000E-03,+11.625000000E+00,-1.595703125E+00,+459.375024E-03
+12.400000E-03,+11.664062500E+00,-1.498046875E+00,+432.031274E-03
+12.405000E-03,+11.664062500E+00,-1.400390625E+00,+402.734399E-03
+12.410000E-03,+11.664062500E+00,-1.302734375E+00,+373.437524E-03
+12.415000E-03,+11.664062500E+00,-1.195312500E+00,+342.187524E-03
+12.420000E-03,+11.664062500E+00,-1.097656250E+00,+312.890649E-03
+12.425000E-03,+11.664062500E+00,-1.000000000E+00,+281.640649E-03
+12.430000E-03,+11.664062500E+00,-902.343750E-03,+250.390649E-03
+12.435000E-03,+11.664062500E+00,-804.687500E-03,+217.187524E-03
+12.440000E-03,+11.664062500E+00,-687.500000E-03,+187.890649E-03
+12.445000E-03,+11.664062500E+00,-589.843750E-03,+154.687524E-03
+12.450000E-03,+11.664062500E+00,-501.953125E-03,+123.437524E-03
+12.455000E-03,+11.664062500E+00,-404.296875E-03,+92.187524E-03
+12.460000E-03,+11.664062500E+00,-316.406250E-03,+58.984399E-03
+12.465000E-03,+11.664062500E+00,-218.750000E-03,+27.734399E-03
+12.470000E-03,+11.703125000E+00,-111.328125E-03,-5.468726E-03
+12.475000E-03,+11.664062500E+00,-13.671875E-03,-36.718726E-03
+12.480000E-03,+11.703125000E+00,+83.984375E-03,-67.968726E-03
+12.485000E-03,+11.664062500E+00,+181.640625E-03,-101.171851E-03
+12.490000E-03,+11.664062500E+00,+269.531250E-03,-132.421851E-03
+12.495000E-03,+11.703125000E+00,+357.421875E-03,-165.624976E-03
+12.500000E-03,+11.664062500E+00,+455.078125E-03,-198.828101E-03
+12.505000E-03,+11.703125000E+00,+572.265625E-03,-230.078101E-03
+12.510000E-03,+11.703125000E+00,+679.687500E-03,-261.328101E-03
+12.515000E-03,+11.703125000E+00,+767.578125E-03,-292.578101E-03
+12.520000E-03,+11.703125000E+00,+855.468750E-03,-323.828101E-03
+12.525000E-03,+11.703125000E+00,+962.890625E-03,-353.124976E-03
+12.530000E-03,+11.664062500E+00,+1.070312500E+00,-382.421851E-03
+12.535000E-03,+11.703125000E+00,+1.167968750E+00,-411.718726E-03
+12.540000E-03,+11.703125000E+00,+1.265625000E+00,-441.015601E-03
+12.545000E-03,+11.703125000E+00,+1.373046875E+00,-470.312476E-03
+12.550000E-03,+11.703125000E+00,+1.460937500E+00,-499.609351E-03
+12.555000E-03,+11.703125000E+00,+1.568359375E+00,-524.999976E-03
+12.560000E-03,+11.664062500E+00,+1.656250000E+00,-552.343726E-03
+12.565000E-03,+11.664062500E+00,+1.763671875E+00,-577.734351E-03
+12.570000E-03,+11.703125000E+00,+1.861328125E+00,-603.124976E-03
+12.575000E-03,+11.703125000E+00,+1.958984375E+00,-626.562476E-03
+12.580000E-03,+11.664062500E+00,+2.066406250E+00,-651.953101E-03
+12.585000E-03,+11.664062500E+00,+2.164062500E+00,-675.390601E-03
+12.590000E-03,+11.664062500E+00,+2.261718750E+00,-698.828101E-03
+12.595000E-03,+11.703125000E+00,+2.359375000E+00,-722.265601E-03
+12.600000E-03,+11.703125000E+00,+2.457031250E+00,-743.749976E-03
+12.605000E-03,+11.703125000E+00,+2.554687500E+00,-765.234351E-03
+12.610000E-03,+11.703125000E+00,+2.652343750E+00,-784.765601E-03
+12.615000E-03,+11.664062500E+00,+2.740234375E+00,-804.296851E-03
+12.620000E-03,+11.703125000E+00,+2.837890625E+00,-821.874976E-03
+12.625000E-03,+11.664062500E+00,+2.935546875E+00,-839.453101E-03
+12.630000E-03,+11.703125000E+00,+3.033203125E+00,-855.078101E-03
+12.635000E-03,+11.703125000E+00,+3.130859375E+00,-872.656226E-03
+12.640000E-03,+11.703125000E+00,+3.228515625E+00,-888.281226E-03
+12.645000E-03,+11.703125000E+00,+3.326171875E+00,-901.953101E-03
+12.650000E-03,+11.703125000E+00,+3.414062500E+00,-915.624976E-03
+12.655000E-03,+11.703125000E+00,+3.501953125E+00,-929.296851E-03
+12.660000E-03,+11.703125000E+00,+3.599609375E+00,-941.015601E-03
+12.665000E-03,+11.703125000E+00,+3.707031250E+00,-950.781226E-03
+12.670000E-03,+11.703125000E+00,+3.804687500E+00,-960.546851E-03
+12.675000E-03,+11.703125000E+00,+3.902343750E+00,-970.312476E-03
+12.680000E-03,+11.703125000E+00,+4.000000000E+00,-978.124976E-03
+12.685000E-03,+11.703125000E+00,+4.097656250E+00,-985.937476E-03
+12.690000E-03,+11.703125000E+00,+4.185546875E+00,-993.749976E-03
+12.695000E-03,+11.703125000E+00,+4.283203125E+00,-999.609351E-03
+12.700000E-03,+11.703125000E+00,+4.380859375E+00,-1.005468726E+00
+12.705000E-03,+11.703125000E+00,+4.458984375E+00,-1.009374976E+00
+12.710000E-03,+11.703125000E+00,+4.546875000E+00,-1.015234351E+00
+12.715000E-03,+11.703125000E+00,+4.644531250E+00,-1.019140601E+00
+12.720000E-03,+11.703125000E+00,+4.742187500E+00,-1.023046851E+00
+12.725000E-03,+11.703125000E+00,+4.830078125E+00,-1.024999976E+00
+12.730000E-03,+11.703125000E+00,+4.927734375E+00,-1.026953101E+00
+12.735000E-03,+11.390625000E+00,+5.025390625E+00,-1.030859351E+00
+12.740000E-03,-9.156249999E+00,+5.064453125E+00,-1.034765601E+00
+12.745000E-03,-12.125000000E+00,+4.947265625E+00,-1.028906226E+00
+12.750000E-03,-12.125000000E+00,+4.849609375E+00,-1.024999976E+00
+12.755000E-03,-12.164062500E+00,+4.751953125E+00,-1.021093726E+00
+12.760000E-03,-12.164062500E+00,+4.654296875E+00,-1.017187476E+00
+12.765000E-03,-12.203125000E+00,+4.556640625E+00,-1.013281226E+00
+12.770000E-03,-12.203125000E+00,+4.458984375E+00,-1.009374976E+00
+12.775000E-03,-12.242187500E+00,+4.361328125E+00,-1.003515601E+00
+12.780000E-03,-12.281250000E+00,+4.273437500E+00,-997.656226E-03
+12.785000E-03,-12.281250000E+00,+4.166015625E+00,-989.843726E-03
+12.790000E-03,-12.281250000E+00,+4.078125000E+00,-983.984351E-03
+12.795000E-03,-12.281250000E+00,+3.980468750E+00,-974.218726E-03
+12.800000E-03,-12.320312500E+00,+3.882812500E+00,-964.453101E-03
+12.805000E-03,-12.320312500E+00,+3.775390625E+00,-954.687476E-03
+12.810000E-03,-12.320312500E+00,+3.667968750E+00,-942.968726E-03
+12.815000E-03,-12.320312500E+00,+3.560546875E+00,-931.249976E-03
+12.820000E-03,-12.320312500E+00,+3.472656250E+00,-917.578101E-03
+12.825000E-03,-12.359375000E+00,+3.375000000E+00,-903.906226E-03
+12.830000E-03,-12.359375000E+00,+3.277343750E+00,-890.234351E-03
+12.835000E-03,-12.359375000E+00,+3.179687500E+00,-874.609351E-03
+12.840000E-03,-12.359375000E+00,+3.072265625E+00,-857.031226E-03
+12.845000E-03,-12.398437500E+00,+2.974609375E+00,-839.453101E-03
+12.850000E-03,-12.398437500E+00,+2.886718750E+00,-819.921851E-03
+12.855000E-03,-12.398437500E+00,+2.789062500E+00,-802.343726E-03
+12.860000E-03,-12.398437500E+00,+2.681640625E+00,-780.859351E-03
+12.865000E-03,-12.398437500E+00,+2.574218750E+00,-761.328101E-03
+12.870000E-03,-12.398437500E+00,+2.476562500E+00,-739.843726E-03
+12.875000E-03,-12.437500000E+00,+2.378906250E+00,-716.406226E-03
+12.880000E-03,-12.437500000E+00,+2.271484375E+00,-692.968726E-03
+12.885000E-03,-12.437500000E+00,+2.173828125E+00,-667.578101E-03
+12.890000E-03,-12.437500000E+00,+2.076171875E+00,-642.187476E-03
+12.895000E-03,-12.437500000E+00,+1.968750000E+00,-616.796851E-03
+12.900000E-03,-12.437500000E+00,+1.871093750E+00,-593.359351E-03
+12.905000E-03,-12.437500000E+00,+1.763671875E+00,-567.968726E-03
+12.910000E-03,-12.437500000E+00,+1.666015625E+00,-540.624976E-03
+12.915000E-03,-12.437500000E+00,+1.558593750E+00,-513.281226E-03
+12.920000E-03,-12.437500000E+00,+1.460937500E+00,-485.937476E-03
+12.925000E-03,-12.476562500E+00,+1.363281250E+00,-456.640601E-03
+12.930000E-03,-12.437500000E+00,+1.255859375E+00,-425.390601E-03
+12.935000E-03,-12.476562500E+00,+1.158203125E+00,-396.093726E-03
+12.940000E-03,-12.476562500E+00,+1.050781250E+00,-366.796851E-03
+12.945000E-03,-12.437500000E+00,+943.359375E-03,-335.546851E-03
+12.950000E-03,-12.476562500E+00,+845.703125E-03,-306.249976E-03
+12.955000E-03,-12.476562500E+00,+757.812500E-03,-274.999976E-03
+12.960000E-03,-12.476562500E+00,+660.156250E-03,-241.796851E-03
+12.965000E-03,-12.476562500E+00,+552.734375E-03,-210.546851E-03
+12.970000E-03,-12.476562500E+00,+435.546875E-03,-177.343726E-03
+12.975000E-03,-12.476562500E+00,+347.656250E-03,-146.093726E-03
+12.980000E-03,-12.476562500E+00,+250.000000E-03,-112.890601E-03
+12.985000E-03,-12.476562500E+00,+152.343750E-03,-79.687476E-03
+12.990000E-03,-12.476562500E+00,+54.687500E-03,-46.484351E-03
+12.995000E-03,-12.476562500E+00,-42.968750E-03,-15.234351E-03
+13.000000E-03,-12.476562500E+00,-140.625000E-03,+17.968774E-03
+13.005000E-03,-12.476562500E+00,-248.046875E-03,+49.218774E-03
+13.010000E-03,-12.476562500E+00,-345.703125E-03,+80.468774E-03
+13.015000E-03,-12.476562500E+00,-433.593750E-03,+113.671899E-03
+13.020000E-03,-12.476562500E+00,-531.250000E-03,+144.921899E-03
+13.025000E-03,-12.476562500E+00,-619.140625E-03,+176.171899E-03
+13.030000E-03,-12.476562500E+00,-726.562500E-03,+207.421899E-03
+13.035000E-03,-12.476562500E+00,-833.984375E-03,+240.625024E-03
+13.040000E-03,-12.476562500E+00,-931.640625E-03,+271.875024E-03
+13.045000E-03,-12.476562500E+00,-1.019531250E+00,+303.125024E-03
+13.050000E-03,-12.515625000E+00,-1.126953125E+00,+332.421899E-03
+13.055000E-03,-12.515625000E+00,-1.224609375E+00,+361.718774E-03
+13.060000E-03,-12.476562500E+00,-1.322265625E+00,+391.015649E-03
+13.065000E-03,-12.476562500E+00,-1.419921875E+00,+420.312524E-03
+13.070000E-03,-12.476562500E+00,-1.517578125E+00,+447.656274E-03
+13.075000E-03,-12.515625000E+00,-1.605468750E+00,+475.000024E-03
+13.080000E-03,-12.515625000E+00,-1.712890625E+00,+502.343774E-03
+13.085000E-03,-12.515625000E+00,-1.810546875E+00,+529.687524E-03
+13.090000E-03,-12.515625000E+00,-1.908203125E+00,+557.031274E-03
+13.095000E-03,-12.515625000E+00,-2.005859375E+00,+584.375024E-03
+13.100000E-03,-12.515625000E+00,-2.093750000E+00,+609.765649E-03
+13.105000E-03,-12.515625000E+00,-2.201171875E+00,+637.109399E-03
+13.110000E-03,-12.515625000E+00,-2.298828125E+00,+660.546899E-03
+13.115000E-03,-12.515625000E+00,-2.386718750E+00,+685.937524E-03
+13.120000E-03,-12.476562500E+00,-2.484375000E+00,+709.375024E-03
+13.125000E-03,-12.515625000E+00,-2.591796875E+00,+732.812524E-03
+13.130000E-03,-12.515625000E+00,-2.689453125E+00,+754.296899E-03
+13.135000E-03,-12.515625000E+00,-2.787109375E+00,+773.828149E-03
+13.140000E-03,-12.515625000E+00,-2.884765625E+00,+793.359399E-03
+13.145000E-03,-12.515625000E+00,-2.972656250E+00,+810.937524E-03
+13.150000E-03,-12.515625000E+00,-3.070312500E+00,+830.468774E-03
+13.155000E-03,-12.515625000E+00,-3.158203125E+00,+846.093774E-03
+13.160000E-03,-12.515625000E+00,-3.236328125E+00,+863.671899E-03
+13.165000E-03,-12.515625000E+00,-3.324218750E+00,+879.296899E-03
+13.170000E-03,-12.515625000E+00,-3.421875000E+00,+892.968774E-03
+13.175000E-03,-12.515625000E+00,-3.529296875E+00,+906.640649E-03
