x-axis,MATH
Hertz,dBV
+78.2000E+03,-88.38104E+00
+78.4000E+03,-86.61621E+00
+78.6000E+03,-83.57422E+00
+78.8000E+03,-76.01929E+00
+79.0000E+03,-69.39301E+00
+79.2000E+03,-65.51788E+00
+79.4000E+03,-63.87238E+00
+79.6000E+03,-64.07440E+00
+79.8000E+03,-66.47156E+00
+80.0000E+03,-71.68854E+00
+80.2000E+03,-80.78613E+00
+80.4000E+03,-92.18079E+00
+80.6000E+03,-97.06055E+00
+80.8000E+03,-96.64825E+00
+81.0000E+03,-97.17682E+00
+81.2000E+03,-96.38489E+00
+81.4000E+03,-94.93835E+00
+81.6000E+03,-93.65814E+00
+81.8000E+03,-94.84131E+00
+82.0000E+03,-95.46356E+00
+82.2000E+03,-94.27155E+00
+82.4000E+03,-97.29187E+00
+82.6000E+03,-95.61371E+00
+82.8000E+03,-92.24701E+00
+83.0000E+03,-89.11041E+00
+83.2000E+03,-88.31787E+00
+83.4000E+03,-90.38208E+00
+83.6000E+03,-90.21545E+00
+83.8000E+03,-90.92194E+00
+84.0000E+03,-91.92261E+00
+84.2000E+03,-91.95190E+00
+84.4000E+03,-91.34918E+00
+84.6000E+03,-90.29297E+00
+84.8000E+03,-88.78174E+00
+85.0000E+03,-90.61859E+00
+85.2000E+03,-95.61035E+00
+85.4000E+03,-96.90948E+00
+85.6000E+03,-91.86401E+00
+85.8000E+03,-89.64050E+00
+86.0000E+03,-87.88635E+00
+86.2000E+03,-89.17633E+00
+86.4000E+03,-92.70111E+00
+86.6000E+03,-93.72009E+00
+86.8000E+03,-92.62878E+00
+87.0000E+03,-92.96265E+00
+87.2000E+03,-94.04266E+00
+87.4000E+03,-94.89136E+00
+87.6000E+03,-96.62354E+00
+87.8000E+03,-95.93445E+00
+88.0000E+03,-88.70605E+00
+88.2000E+03,-87.33887E+00
+88.4000E+03,-88.30750E+00
+88.6000E+03,-83.26477E+00
+88.8000E+03,-72.99194E+00
+89.0000E+03,-68.54980E+00
+89.2000E+03,-66.05652E+00
+89.4000E+03,-65.34637E+00
+89.6000E+03,-66.35284E+00
+89.8000E+03,-69.20593E+00
+90.0000E+03,-74.69757E+00
+90.2000E+03,-82.68127E+00
+90.4000E+03,-89.34296E+00
+90.6000E+03,-90.92346E+00
